store_id,product_id,date,units_sold,units_restocked,ending_inventory,units_short
Store_1,Product_1,2024-04-14,7,0,836,0
Store_1,Product_1,2024-04-15,10,89,915,0
Store_1,Product_1,2024-04-16,5,0,910,0
Store_1,Product_1,2024-04-17,6,81,985,0
Store_1,Product_1,2024-04-18,6,0,979,0
Store_1,Product_1,2024-04-19,8,0,971,0
Store_1,Product_1,2024-04-20,4,51,1018,0
Store_1,Product_1,2024-04-21,0,0,1018,0
Store_1,Product_1,2024-04-22,11,93,1100,0
Store_1,Product_1,2024-04-23,3,77,1174,0
Store_1,Product_1,2024-04-24,3,0,1171,0
Store_1,Product_1,2024-04-25,5,65,1231,0
Store_1,Product_1,2024-04-26,7,0,1224,0
Store_1,Product_1,2024-04-27,5,96,1315,0
Store_1,Product_1,2024-04-28,6,0,1309,0
Store_1,Product_1,2024-04-29,5,0,1304,0
Store_1,Product_1,2024-04-30,7,0,1297,0
Store_1,Product_1,2024-05-01,0,0,1297,0
Store_1,Product_1,2024-05-02,5,0,1292,0
Store_1,Product_1,2024-05-03,10,0,1282,0
Store_1,Product_1,2024-05-04,4,14,1292,0
Store_1,Product_1,2024-05-05,3,62,1351,0
Store_1,Product_1,2024-05-06,4,0,1347,0
Store_1,Product_1,2024-05-07,6,0,1341,0
Store_1,Product_1,2024-05-08,6,0,1335,0
Store_1,Product_1,2024-05-09,4,91,1422,0
Store_1,Product_1,2024-05-10,5,20,1437,0
Store_1,Product_1,2024-05-11,3,0,1434,0
Store_1,Product_1,2024-05-12,8,0,1426,0
Store_1,Product_1,2024-05-13,6,0,1420,0
Store_1,Product_1,2024-05-14,6,27,1441,0
Store_1,Product_1,2024-05-15,9,62,1494,0
Store_1,Product_1,2024-05-16,3,0,1491,0
Store_1,Product_1,2024-05-17,4,11,1498,0
Store_1,Product_1,2024-05-18,2,0,1496,0
Store_1,Product_1,2024-05-19,10,0,1486,0
Store_1,Product_1,2024-05-20,4,0,1482,0
Store_1,Product_1,2024-05-21,6,0,1476,0
Store_1,Product_1,2024-05-22,4,0,1472,0
Store_1,Product_1,2024-05-23,10,0,1462,0
Store_1,Product_1,2024-05-24,4,0,1458,0
Store_1,Product_1,2024-05-25,7,0,1451,0
Store_1,Product_1,2024-05-26,7,0,1444,0
Store_1,Product_1,2024-05-27,9,0,1435,0
Store_1,Product_1,2024-05-28,9,0,1426,0
Store_1,Product_1,2024-05-29,5,0,1421,0
Store_1,Product_1,2024-05-30,3,0,1418,0
Store_1,Product_1,2024-05-31,5,0,1413,0
Store_1,Product_1,2024-06-01,5,0,1408,0
Store_1,Product_1,2024-06-02,6,0,1402,0
Store_1,Product_1,2024-06-03,9,0,1393,0
Store_1,Product_1,2024-06-04,3,0,1390,0
Store_1,Product_1,2024-06-05,2,0,1388,0
Store_1,Product_1,2024-06-06,2,0,1386,0
Store_1,Product_1,2024-06-07,6,0,1380,0
Store_1,Product_1,2024-06-08,5,14,1389,0
Store_1,Product_1,2024-06-09,4,0,1385,0
Store_1,Product_1,2024-06-10,5,28,1408,0
Store_1,Product_1,2024-06-11,6,0,1402,0
Store_1,Product_1,2024-06-12,11,0,1391,0
Store_1,Product_1,2024-06-13,6,0,1385,0
Store_1,Product_1,2024-06-14,2,0,1383,0
Store_1,Product_1,2024-06-15,7,0,1376,0
Store_1,Product_1,2024-06-16,4,96,1468,0
Store_1,Product_1,2024-06-17,3,0,1465,0
Store_1,Product_1,2024-06-18,5,0,1460,0
Store_1,Product_1,2024-06-19,6,39,1493,0
Store_1,Product_1,2024-06-20,3,83,1573,0
Store_1,Product_1,2024-06-21,5,16,1584,0
Store_1,Product_1,2024-06-22,3,31,1612,0
Store_1,Product_1,2024-06-23,7,0,1605,0
Store_1,Product_1,2024-06-24,7,0,1598,0
Store_1,Product_1,2024-06-25,4,0,1594,0
Store_1,Product_1,2024-06-26,4,34,1624,0
Store_1,Product_1,2024-06-27,7,0,1617,0
Store_1,Product_1,2024-06-28,7,0,1610,0
Store_1,Product_1,2024-06-29,2,0,1608,0
Store_1,Product_1,2024-06-30,6,11,1613,0
Store_1,Product_1,2024-07-01,5,45,1653,0
Store_1,Product_1,2024-07-02,6,0,1647,0
Store_1,Product_1,2024-07-03,7,0,1640,0
Store_1,Product_1,2024-07-04,3,0,1637,0
Store_1,Product_1,2024-07-05,2,0,1635,0
Store_1,Product_1,2024-07-06,4,0,1631,0
Store_1,Product_1,2024-07-07,7,0,1624,0
Store_1,Product_1,2024-07-08,7,0,1617,0
Store_1,Product_1,2024-07-09,6,42,1653,0
Store_1,Product_1,2024-07-10,6,0,1647,0
Store_1,Product_1,2024-07-11,4,22,1665,0
Store_1,Product_1,2024-07-12,3,0,1662,0
Store_1,Product_1,2024-07-13,2,0,1660,0
Store_1,Product_1,2024-07-14,5,0,1655,0
Store_1,Product_1,2024-07-15,2,0,1653,0
Store_1,Product_1,2024-07-16,4,0,1649,0
Store_1,Product_1,2024-07-17,8,95,1736,0
Store_1,Product_1,2024-07-18,4,0,1732,0
Store_1,Product_1,2024-07-19,2,0,1730,0
Store_1,Product_1,2024-07-20,1,0,1729,0
Store_1,Product_1,2024-07-21,5,0,1724,0
Store_1,Product_1,2024-07-22,7,18,1735,0
Store_1,Product_1,2024-07-23,4,30,1761,0
Store_1,Product_1,2024-07-24,7,0,1754,0
Store_1,Product_1,2024-07-25,2,0,1752,0
Store_1,Product_1,2024-07-26,2,29,1779,0
Store_1,Product_1,2024-07-27,5,0,1774,0
Store_1,Product_1,2024-07-28,3,0,1771,0
Store_1,Product_1,2024-07-29,4,77,1844,0
Store_1,Product_1,2024-07-30,5,0,1839,0
Store_1,Product_1,2024-07-31,7,0,1832,0
Store_1,Product_1,2024-08-01,5,60,1887,0
Store_1,Product_1,2024-08-02,10,0,1877,0
Store_1,Product_1,2024-08-03,3,38,1912,0
Store_1,Product_1,2024-08-04,3,0,1909,0
Store_1,Product_1,2024-08-05,9,0,1900,0
Store_1,Product_1,2024-08-06,1,14,1913,0
Store_1,Product_1,2024-08-07,6,0,1907,0
Store_1,Product_1,2024-08-08,6,43,1944,0
Store_1,Product_1,2024-08-09,6,13,1951,0
Store_1,Product_1,2024-08-10,5,0,1946,0
Store_1,Product_1,2024-08-11,6,0,1940,0
Store_1,Product_1,2024-08-12,7,0,1933,0
Store_1,Product_1,2024-08-13,6,0,1927,0
Store_1,Product_1,2024-08-14,5,0,1922,0
Store_1,Product_1,2024-08-15,6,0,1916,0
Store_1,Product_1,2024-08-16,9,0,1907,0
Store_1,Product_1,2024-08-17,6,0,1901,0
Store_1,Product_1,2024-08-18,3,0,1898,0
Store_1,Product_1,2024-08-19,5,0,1893,0
Store_1,Product_1,2024-08-20,7,0,1886,0
Store_1,Product_1,2024-08-21,1,0,1885,0
Store_1,Product_1,2024-08-22,3,0,1882,0
Store_1,Product_1,2024-08-23,5,0,1877,0
Store_1,Product_1,2024-08-24,4,98,1971,0
Store_1,Product_1,2024-08-25,2,0,1969,0
Store_1,Product_1,2024-08-26,5,0,1964,0
Store_1,Product_1,2024-08-27,5,0,1959,0
Store_1,Product_1,2024-08-28,4,0,1955,0
Store_1,Product_1,2024-08-29,5,16,1966,0
Store_1,Product_1,2024-08-30,3,0,1963,0
Store_1,Product_1,2024-08-31,6,12,1969,0
Store_1,Product_1,2024-09-01,5,0,1964,0
Store_1,Product_1,2024-09-02,2,0,1962,0
Store_1,Product_1,2024-09-03,8,0,1954,0
Store_1,Product_1,2024-09-04,4,17,1967,0
Store_1,Product_1,2024-09-05,4,0,1963,0
Store_1,Product_1,2024-09-06,6,37,1994,0
Store_1,Product_1,2024-09-07,2,0,1992,0
Store_1,Product_1,2024-09-08,2,14,2004,0
Store_1,Product_1,2024-09-09,7,0,1997,0
Store_1,Product_1,2024-09-10,6,0,1991,0
Store_1,Product_1,2024-09-11,9,0,1982,0
Store_1,Product_1,2024-09-12,4,0,1978,0
Store_1,Product_1,2024-09-13,2,0,1976,0
Store_1,Product_1,2024-09-14,3,0,1973,0
Store_1,Product_1,2024-09-15,9,0,1964,0
Store_1,Product_1,2024-09-16,6,0,1958,0
Store_1,Product_1,2024-09-17,11,28,1975,0
Store_1,Product_1,2024-09-18,3,0,1972,0
Store_1,Product_1,2024-09-19,4,87,2055,0
Store_1,Product_1,2024-09-20,6,0,2049,0
Store_1,Product_1,2024-09-21,7,0,2042,0
Store_1,Product_1,2024-09-22,4,0,2038,0
Store_1,Product_1,2024-09-23,4,28,2062,0
Store_1,Product_1,2024-09-24,7,31,2086,0
Store_1,Product_1,2024-09-25,6,0,2080,0
Store_1,Product_1,2024-09-26,3,0,2077,0
Store_1,Product_1,2024-09-27,8,0,2069,0
Store_1,Product_1,2024-09-28,5,18,2082,0
Store_1,Product_1,2024-09-29,5,73,2150,0
Store_1,Product_1,2024-09-30,4,85,2231,0
Store_1,Product_1,2024-10-01,8,0,2223,0
Store_1,Product_1,2024-10-02,3,0,2220,0
Store_1,Product_1,2024-10-03,4,24,2240,0
Store_1,Product_1,2024-10-04,6,0,2234,0
Store_1,Product_1,2024-10-05,4,25,2255,0
Store_1,Product_1,2024-10-06,5,94,2344,0
Store_1,Product_1,2024-10-07,3,0,2341,0
Store_1,Product_1,2024-10-08,7,0,2334,0
Store_1,Product_1,2024-10-09,3,0,2331,0
Store_1,Product_1,2024-10-10,5,0,2326,0
Store_1,Product_1,2024-10-11,1,0,2325,0
Store_1,Product_1,2024-10-12,0,0,2325,0
Store_1,Product_1,2024-10-13,7,0,2318,0
Store_1,Product_1,2024-10-14,4,0,2314,0
Store_1,Product_1,2024-10-15,4,46,2356,0
Store_1,Product_1,2024-10-16,8,0,2348,0
Store_1,Product_1,2024-10-17,6,41,2383,0
Store_1,Product_1,2024-10-18,5,0,2378,0
Store_1,Product_1,2024-10-19,6,0,2372,0
Store_1,Product_1,2024-10-20,3,26,2395,0
Store_1,Product_1,2024-10-21,6,0,2389,0
Store_1,Product_1,2024-10-22,3,0,2386,0
Store_1,Product_1,2024-10-23,7,0,2379,0
Store_1,Product_1,2024-10-24,10,0,2369,0
Store_1,Product_1,2024-10-25,0,90,2459,0
Store_1,Product_1,2024-10-26,6,89,2542,0
Store_1,Product_1,2024-10-27,5,85,2622,0
Store_1,Product_1,2024-10-28,3,0,2619,0
Store_1,Product_1,2024-10-29,2,76,2693,0
Store_1,Product_1,2024-10-30,9,18,2702,0
Store_1,Product_1,2024-10-31,2,0,2700,0
Store_1,Product_1,2024-11-01,3,0,2697,0
Store_1,Product_1,2024-11-02,5,0,2692,0
Store_1,Product_1,2024-11-03,4,0,2688,0
Store_1,Product_1,2024-11-04,1,62,2749,0
Store_1,Product_1,2024-11-05,2,0,2747,0
Store_1,Product_1,2024-11-06,6,0,2741,0
Store_1,Product_1,2024-11-07,4,0,2737,0
Store_1,Product_1,2024-11-08,4,91,2824,0
Store_1,Product_1,2024-11-09,4,35,2855,0
Store_1,Product_1,2024-11-10,6,0,2849,0
Store_1,Product_1,2024-11-11,8,0,2841,0
Store_1,Product_1,2024-11-12,1,0,2840,0
Store_1,Product_1,2024-11-13,2,0,2838,0
Store_1,Product_1,2024-11-14,3,77,2912,0
Store_1,Product_1,2024-11-15,4,0,2908,0
Store_1,Product_1,2024-11-16,5,80,2983,0
Store_1,Product_1,2024-11-17,7,0,2976,0
Store_1,Product_1,2024-11-18,4,0,2972,0
Store_1,Product_1,2024-11-19,5,0,2967,0
Store_1,Product_1,2024-11-20,2,46,3011,0
Store_1,Product_1,2024-11-21,5,0,3006,0
Store_1,Product_1,2024-11-22,1,0,3005,0
Store_1,Product_1,2024-11-23,4,0,3001,0
Store_1,Product_1,2024-11-24,3,0,2998,0
Store_1,Product_1,2024-11-25,6,86,3078,0
Store_1,Product_1,2024-11-26,5,0,3073,0
Store_1,Product_1,2024-11-27,7,0,3066,0
Store_1,Product_1,2024-11-28,10,0,3056,0
Store_1,Product_1,2024-11-29,7,0,3049,0
Store_1,Product_1,2024-11-30,5,0,3044,0
Store_1,Product_1,2024-12-01,9,0,3035,0
Store_1,Product_1,2024-12-02,2,0,3033,0
Store_1,Product_1,2024-12-03,6,65,3092,0
Store_1,Product_1,2024-12-04,5,91,3178,0
Store_1,Product_1,2024-12-05,9,0,3169,0
Store_1,Product_1,2024-12-06,10,0,3159,0
Store_1,Product_1,2024-12-07,4,76,3231,0
Store_1,Product_1,2024-12-08,0,0,3231,0
Store_1,Product_1,2024-12-09,6,0,3225,0
Store_1,Product_1,2024-12-10,7,0,3218,0
Store_1,Product_1,2024-12-11,4,0,3214,0
Store_1,Product_1,2024-12-12,8,0,3206,0
Store_1,Product_1,2024-12-13,8,0,3198,0
Store_1,Product_1,2024-12-14,3,0,3195,0
Store_1,Product_1,2024-12-15,2,0,3193,0
Store_1,Product_1,2024-12-16,6,0,3187,0
Store_1,Product_1,2024-12-17,4,66,3249,0
Store_1,Product_1,2024-12-18,3,0,3246,0
Store_1,Product_1,2024-12-19,6,0,3240,0
Store_1,Product_1,2024-12-20,9,0,3231,0
Store_1,Product_1,2024-12-21,6,0,3225,0
Store_1,Product_1,2024-12-22,5,45,3265,0
Store_1,Product_1,2024-12-23,3,79,3341,0
Store_1,Product_1,2024-12-24,6,0,3335,0
Store_1,Product_1,2024-12-25,4,0,3331,0
Store_1,Product_1,2024-12-26,5,0,3326,0
Store_1,Product_1,2024-12-27,8,0,3318,0
Store_1,Product_1,2024-12-28,7,0,3311,0
Store_1,Product_1,2024-12-29,4,76,3383,0
Store_1,Product_1,2024-12-30,4,0,3379,0
Store_1,Product_2,2024-01-01,6,0,118,0
Store_1,Product_2,2024-01-02,3,0,115,0
Store_1,Product_2,2024-01-03,10,0,105,0
Store_1,Product_2,2024-01-04,4,0,101,0
Store_1,Product_2,2024-01-05,3,0,98,0
Store_1,Product_2,2024-01-06,6,38,130,0
Store_1,Product_2,2024-01-07,4,0,126,0
Store_1,Product_2,2024-01-08,2,0,124,0
Store_1,Product_2,2024-01-09,4,77,197,0
Store_1,Product_2,2024-01-10,5,0,192,0
Store_1,Product_2,2024-01-11,3,0,189,0
Store_1,Product_2,2024-01-12,7,0,182,0
Store_1,Product_2,2024-01-13,5,0,177,0
Store_1,Product_2,2024-01-14,7,0,170,0
Store_1,Product_2,2024-01-15,3,0,167,0
Store_1,Product_2,2024-01-16,5,91,253,0
Store_1,Product_2,2024-01-17,8,90,335,0
Store_1,Product_2,2024-01-18,7,70,398,0
Store_1,Product_2,2024-01-19,7,0,391,0
Store_1,Product_2,2024-01-20,4,0,387,0
Store_1,Product_2,2024-01-21,2,0,385,0
Store_1,Product_2,2024-01-22,8,0,377,0
Store_1,Product_2,2024-01-23,7,0,370,0
Store_1,Product_2,2024-01-24,5,0,365,0
Store_1,Product_2,2024-01-25,6,0,359,0
Store_1,Product_2,2024-01-26,4,26,381,0
Store_1,Product_2,2024-01-27,7,0,374,0
Store_1,Product_2,2024-01-28,4,0,370,0
Store_1,Product_2,2024-01-29,5,56,421,0
Store_1,Product_2,2024-01-30,6,0,415,0
Store_1,Product_2,2024-01-31,3,0,412,0
Store_1,Product_2,2024-02-01,10,0,402,0
Store_1,Product_2,2024-02-02,3,0,399,0
Store_1,Product_2,2024-02-03,5,0,394,0
Store_1,Product_2,2024-02-04,4,0,390,0
Store_1,Product_2,2024-02-05,1,0,389,0
Store_1,Product_2,2024-02-06,6,0,383,0
Store_1,Product_2,2024-02-07,4,0,379,0
Store_1,Product_2,2024-02-08,3,0,376,0
Store_1,Product_2,2024-02-09,1,0,375,0
Store_1,Product_2,2024-02-10,1,0,374,0
Store_1,Product_2,2024-02-11,3,0,371,0
Store_1,Product_2,2024-02-12,3,53,421,0
Store_1,Product_2,2024-02-13,7,45,459,0
Store_1,Product_2,2024-02-14,7,68,520,0
Store_1,Product_2,2024-02-15,7,71,584,0
Store_1,Product_2,2024-02-16,6,0,578,0
Store_1,Product_2,2024-02-17,5,32,605,0
Store_1,Product_2,2024-02-18,6,30,629,0
Store_1,Product_2,2024-02-19,8,86,707,0
Store_1,Product_2,2024-02-20,4,29,732,0
Store_1,Product_2,2024-02-21,3,0,729,0
Store_1,Product_2,2024-02-22,6,0,723,0
Store_1,Product_2,2024-02-23,1,0,722,0
Store_1,Product_2,2024-02-24,5,0,717,0
Store_1,Product_2,2024-02-25,5,0,712,0
Store_1,Product_2,2024-02-26,11,84,785,0
Store_1,Product_2,2024-02-27,6,0,779,0
Store_1,Product_2,2024-02-28,5,0,774,0
Store_1,Product_2,2024-02-29,5,0,769,0
Store_1,Product_2,2024-03-01,7,75,837,0
Store_1,Product_2,2024-03-02,3,0,834,0
Store_1,Product_2,2024-03-03,6,68,896,0
Store_1,Product_2,2024-03-04,5,0,891,0
Store_1,Product_2,2024-03-05,5,21,907,0
Store_1,Product_2,2024-03-06,4,0,903,0
Store_1,Product_2,2024-03-07,3,93,993,0
Store_1,Product_2,2024-03-08,7,69,1055,0
Store_1,Product_2,2024-03-09,4,0,1051,0
Store_1,Product_2,2024-03-10,3,11,1059,0
Store_1,Product_2,2024-03-11,6,0,1053,0
Store_1,Product_2,2024-03-12,3,66,1116,0
Store_1,Product_2,2024-03-13,4,85,1197,0
Store_1,Product_2,2024-03-14,8,0,1189,0
Store_1,Product_2,2024-03-15,5,0,1184,0
Store_1,Product_2,2024-03-16,4,92,1272,0
Store_1,Product_2,2024-03-17,7,0,1265,0
Store_1,Product_2,2024-03-18,6,66,1325,0
Store_1,Product_2,2024-03-19,8,0,1317,0
Store_1,Product_2,2024-03-20,3,51,1365,0
Store_1,Product_2,2024-03-21,5,0,1360,0
Store_1,Product_2,2024-03-22,6,37,1391,0
Store_1,Product_2,2024-03-23,6,0,1385,0
Store_1,Product_2,2024-03-24,1,0,1384,0
Store_1,Product_2,2024-03-25,5,0,1379,0
Store_1,Product_2,2024-03-26,3,0,1376,0
Store_1,Product_2,2024-03-27,2,0,1374,0
Store_1,Product_2,2024-03-28,4,0,1370,0
Store_1,Product_2,2024-03-29,8,81,1443,0
Store_1,Product_2,2024-03-30,2,0,1441,0
Store_1,Product_2,2024-03-31,9,0,1432,0
Store_1,Product_2,2024-04-01,6,0,1426,0
Store_1,Product_2,2024-04-02,5,0,1421,0
Store_1,Product_2,2024-04-03,4,34,1451,0
Store_1,Product_2,2024-04-04,1,82,1532,0
Store_1,Product_2,2024-04-05,6,85,1611,0
Store_1,Product_2,2024-04-06,6,0,1605,0
Store_1,Product_2,2024-04-07,7,24,1622,0
Store_1,Product_2,2024-04-08,5,0,1617,0
Store_1,Product_2,2024-04-09,6,0,1611,0
Store_1,Product_2,2024-04-10,5,0,1606,0
Store_1,Product_2,2024-04-11,4,85,1687,0
Store_1,Product_2,2024-04-12,6,0,1681,0
Store_1,Product_2,2024-04-13,2,0,1679,0
Store_1,Product_2,2024-04-14,7,0,1672,0
Store_1,Product_2,2024-04-15,3,0,1669,0
Store_1,Product_2,2024-04-16,5,0,1664,0
Store_1,Product_2,2024-04-17,6,0,1658,0
Store_1,Product_2,2024-04-18,6,0,1652,0
Store_1,Product_2,2024-04-19,5,41,1688,0
Store_1,Product_2,2024-04-20,2,0,1686,0
Store_1,Product_2,2024-04-21,5,0,1681,0
Store_1,Product_2,2024-04-22,2,0,1679,0
Store_1,Product_2,2024-04-23,9,0,1670,0
Store_1,Product_2,2024-04-24,2,48,1716,0
Store_1,Product_2,2024-04-25,8,0,1708,0
Store_1,Product_2,2024-04-26,8,0,1700,0
Store_1,Product_2,2024-04-27,9,0,1691,0
Store_1,Product_2,2024-04-28,4,0,1687,0
Store_1,Product_2,2024-04-29,7,0,1680,0
Store_1,Product_2,2024-04-30,2,0,1678,0
Store_1,Product_2,2024-05-01,1,30,1707,0
Store_1,Product_2,2024-05-02,3,51,1755,0
Store_1,Product_2,2024-05-03,2,0,1753,0
Store_1,Product_2,2024-05-04,2,0,1751,0
Store_1,Product_2,2024-05-05,2,0,1749,0
Store_1,Product_2,2024-05-06,5,0,1744,0
Store_1,Product_2,2024-05-07,3,17,1758,0
Store_1,Product_2,2024-05-08,4,0,1754,0
Store_1,Product_2,2024-05-09,8,46,1792,0
Store_1,Product_2,2024-05-10,2,0,1790,0
Store_1,Product_2,2024-05-11,4,0,1786,0
Store_1,Product_2,2024-05-12,6,79,1859,0
Store_1,Product_2,2024-05-13,3,0,1856,0
Store_1,Product_2,2024-05-14,4,0,1852,0
Store_1,Product_2,2024-05-15,3,0,1849,0
Store_1,Product_2,2024-05-16,6,0,1843,0
Store_1,Product_2,2024-05-17,2,97,1938,0
Store_1,Product_2,2024-05-18,3,90,2025,0
Store_1,Product_2,2024-05-19,6,0,2019,0
Store_1,Product_2,2024-05-20,3,0,2016,0
Store_1,Product_2,2024-05-21,6,69,2079,0
Store_1,Product_2,2024-05-22,5,66,2140,0
Store_1,Product_2,2024-05-23,3,0,2137,0
Store_1,Product_2,2024-05-24,1,0,2136,0
Store_1,Product_2,2024-05-25,2,0,2134,0
Store_1,Product_2,2024-05-26,7,0,2127,0
Store_1,Product_2,2024-05-27,5,79,2201,0
Store_1,Product_2,2024-05-28,9,0,2192,0
Store_1,Product_2,2024-05-29,3,0,2189,0
Store_1,Product_2,2024-05-30,6,0,2183,0
Store_1,Product_2,2024-05-31,4,0,2179,0
Store_1,Product_2,2024-06-01,3,22,2198,0
Store_1,Product_2,2024-06-02,4,54,2248,0
Store_1,Product_2,2024-06-03,3,84,2329,0
Store_1,Product_2,2024-06-04,3,0,2326,0
Store_1,Product_2,2024-06-05,6,0,2320,0
Store_1,Product_2,2024-06-06,6,28,2342,0
Store_1,Product_2,2024-06-07,2,0,2340,0
Store_1,Product_2,2024-06-08,5,0,2335,0
Store_1,Product_2,2024-06-09,6,0,2329,0
Store_1,Product_2,2024-06-10,4,0,2325,0
Store_1,Product_2,2024-06-11,4,70,2391,0
Store_1,Product_2,2024-06-12,13,0,2378,0
Store_1,Product_2,2024-06-13,7,0,2371,0
Store_1,Product_2,2024-06-14,5,0,2366,0
Store_1,Product_2,2024-06-15,4,0,2362,0
Store_1,Product_2,2024-06-16,3,0,2359,0
Store_1,Product_2,2024-06-17,4,0,2355,0
Store_1,Product_2,2024-06-18,3,59,2411,0
Store_1,Product_2,2024-06-19,5,0,2406,0
Store_1,Product_2,2024-06-20,7,0,2399,0
Store_1,Product_2,2024-06-21,6,0,2393,0
Store_1,Product_2,2024-06-22,7,0,2386,0
Store_1,Product_2,2024-06-23,5,0,2381,0
Store_1,Product_2,2024-06-24,4,0,2377,0
Store_1,Product_2,2024-06-25,6,0,2371,0
